GUID,Visual Name,Latest Version,Library Name,Library Version,License Type,Is GPL Family,Is Certified,Popularity
HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67,Hierarchical Filter / Slicer - xViz,3.0.2.0,Highcharts,,Commercial/CC-BY-NC,False,True,0.934
HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67,Hierarchical Filter / Slicer - xViz,3.0.2.0,Leaflet,,BSD-2-Clause,False,True,0.934
HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67,Hierarchical Filter / Slicer - xViz,3.0.2.0,ag-Grid,,Commercial/MIT,False,True,0.934
HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67,Hierarchical Filter / Slicer - xViz,3.0.2.0,Globalize,,MIT,False,True,0.934
ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500,Drill Down Donut PRO (Filter) by ZoomCharts,1.12.77.0,Moment.js,,MIT,False,True,0.933
ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500,Drill Down Donut PRO (Filter) by ZoomCharts,1.12.77.0,Leaflet,,BSD-2-Clause,False,True,0.933
ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500,Drill Down Donut PRO (Filter) by ZoomCharts,1.12.77.0,Globalize,,MIT,False,True,0.933
ClusteredStackedChart39ECD6FE5G0,Stacked Clustered Chart,1.0.5.3,jQuery,,MIT,False,False,0.932
boxplot020B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Boxplot_Light_Velocity,1.0.0.0,ECharts,,Apache-2.0,False,False,0.932
adwiseVisual73804AE4264848C8BCD67A31A0791811,ADWISE Advanced Column,2.0.5.0,Globalize,,MIT,False,True,0.931
matrix9CC9219AFEC044AC96A528B6E4E7CEBC,Nous Matrix,1.0.0.1,Globalize,,MIT,False,False,0.93
polarB605C239BFD9BFED71A7A3BE1340EFEB,Polar Chart (Standard),5.0.1.0,jQuery,,MIT,False,False,0.93
polarB605C239BFD9BFED71A7A3BE1340EFEB,Polar Chart (Standard),5.0.1.0,Leaflet,,BSD-2-Clause,False,False,0.93
polarB605C239BFD9BFED71A7A3BE1340EFEB,Polar Chart (Standard),5.0.1.0,Plotly.js,,MIT,False,False,0.93
polarB605C239BFD9BFED71A7A3BE1340EFEB,Polar Chart (Standard),5.0.1.0,Globalize,,MIT,False,False,0.93
polarB605C239BFD9BFED71A7A3BE1340EFEB,Polar Chart (Standard),5.0.1.0,TopToJSON / TopoJSON,,ISC,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,jQuery,,MIT,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,Leaflet,,BSD-2-Clause,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,Bootstrap,,MIT,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,Vega,,BSD-3-Clause,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,Plotly.js,,MIT,False,False,0.93
powerBIEditorVisual,Power BI Visual Editor,1.0.4.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.93
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,jQuery,,MIT,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,Moment.js,,MIT,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,Leaflet,,BSD-2-Clause,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,Quill,,BSD-3-Clause,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,Globalize,,MIT,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,NumPy / Numeral.js,,MIT,False,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,JSZip,,MIT/GPL-3.0,True,False,0.929
aPDimEditor3160F611456D4E0AB3292CE5CB7EA3B8,Acterys Table Edit,2.2.1.2,DevExtreme,,Commercial,False,False,0.929
flexatables,Flexa Tables,2.0.6.80,Moment.js,,MIT,False,True,0.929
flexatables,Flexa Tables,2.0.6.80,Leaflet,,BSD-2-Clause,False,True,0.929
linechartE963BF7F5E38A01A5A51F3576A050B47,Advanced Line Chart (Standard),5.6.1.0,jQuery,,MIT,False,False,0.928
linechartE963BF7F5E38A01A5A51F3576A050B47,Advanced Line Chart (Standard),5.6.1.0,Leaflet,,BSD-2-Clause,False,False,0.928
linechartE963BF7F5E38A01A5A51F3576A050B47,Advanced Line Chart (Standard),5.6.1.0,Plotly.js,,MIT,False,False,0.928
linechartE963BF7F5E38A01A5A51F3576A050B47,Advanced Line Chart (Standard),5.6.1.0,Globalize,,MIT,False,False,0.928
linechartE963BF7F5E38A01A5A51F3576A050B47,Advanced Line Chart (Standard),5.6.1.0,TopToJSON / TopoJSON,,ISC,False,False,0.928
timelineD7EACB3A04E64A5FA9D86F6E035F3523,Timeline Box,1.1.0.0,Leaflet,,BSD-2-Clause,False,True,0.928
PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969,Candlestick by OKVIZ,1.0.4.0,d3.js,,ISC,False,True,0.927
PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969,Candlestick by OKVIZ,1.0.4.0,jQuery,,MIT,False,True,0.927
PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969,Candlestick by OKVIZ,1.0.4.0,Globalize,,MIT,False,True,0.927
PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969,Candlestick by OKVIZ,1.0.4.0,Chart.js,,MIT,False,True,0.927
ZoomChartsScatterChartPaidA2C55E4B59078FDD51C4CD1C4D4E6623V9N8,Drill Down Scatter PRO (Filter) by ZoomCharts,1.8.287.0,Leaflet,,BSD-2-Clause,False,True,0.927
ZoomChartsScatterChartPaidA2C55E4B59078FDD51C4CD1C4D4E6623V9N8,Drill Down Scatter PRO (Filter) by ZoomCharts,1.8.287.0,Globalize,,MIT,False,True,0.927
PBI_CV_309E6B47_39A5_4681_808F_132AFB230872,Thermometer by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.927
PBI_CV_309E6B47_39A5_4681_808F_132AFB230872,Thermometer by MAQ Software,4.0.0.0,React,,MIT,False,True,0.927
KPIStatusWithHistory1446562283967,KPI Indicator,2.0.7.0,d3.js,,ISC,False,True,0.926
KPIStatusWithHistory1446562283967,KPI Indicator,2.0.7.0,jQuery,,MIT,False,True,0.926
KPIStatusWithHistory1446562283967,KPI Indicator,2.0.7.0,Leaflet,,BSD-2-Clause,False,True,0.926
KPIStatusWithHistory1446562283967,KPI Indicator,2.0.7.0,Globalize,,MIT,False,True,0.926
KPIStatusWithHistory1446562283967,KPI Indicator,2.0.7.0,Lodash,,MIT,False,True,0.926
treeImageFreeE1148639291D450198F892FA45A672BC,Ultimate Decomposition Tree,4.0.1.0,jQuery,,MIT,False,True,0.926
D3JSVisual_PBI_CV_CDD143DEC3A145E7A507B562AF6CF490,D3.js Visual - create your own custom visual,1.2.0.0,d3.js,,ISC,False,False,0.925
D3JSVisual_PBI_CV_CDD143DEC3A145E7A507B562AF6CF490,D3.js Visual - create your own custom visual,1.2.0.0,jQuery,,MIT,False,False,0.925
D3JSVisual_PBI_CV_CDD143DEC3A145E7A507B562AF6CF490,D3.js Visual - create your own custom visual,1.2.0.0,Leaflet,,BSD-2-Clause,False,False,0.925
D3JSVisual_PBI_CV_CDD143DEC3A145E7A507B562AF6CF490,D3.js Visual - create your own custom visual,1.2.0.0,CodeMirror,,MIT,False,False,0.925
PBI_CV_3C80B1F2_09AF_4123_8E99_C3CBC46B23E0,Dual KPI,2.1.2.1,Globalize,,MIT,False,True,0.925
kpi_tree,KPI Tree,1.0.1.2,jQuery,,MIT,False,True,0.925
kpi_tree,KPI Tree,1.0.1.2,Globalize,,MIT,False,True,0.925
donut2F78F20E2D01E463883DD711125F9D186,Donut Chart image,1.0.0.8,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,d3.js,,ISC,False,False,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,jQuery,,MIT,False,False,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,Leaflet,,BSD-2-Clause,False,False,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,Globalize,,MIT,False,False,0.924
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Enlighten World Flag Slicer,2.1.1.0,Lodash,,MIT,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,jQuery,,MIT,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,Moment.js,,MIT,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,Leaflet,,BSD-2-Clause,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,Quill,,BSD-3-Clause,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,Globalize,,MIT,False,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,JSZip,,MIT/GPL-3.0,True,False,0.924
msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,Table edit - Dynamics 365 Finance business performance planning,1.15.3358.2,DevExtreme,,Commercial,False,False,0.924
WaffleChart1453776852267,Waffle Chart,2.2.0.0,d3.js,,ISC,False,True,0.924
WaffleChart1453776852267,Waffle Chart,2.2.0.0,jQuery,,MIT,False,True,0.924
WaffleChart1453776852267,Waffle Chart,2.2.0.0,Leaflet,,BSD-2-Clause,False,True,0.924
WaffleChart1453776852267,Waffle Chart,2.2.0.0,Globalize,,MIT,False,True,0.924
WaffleChart1453776852267,Waffle Chart,2.2.0.0,Lodash,,MIT,False,True,0.924
PictureThis,PictureThis,1.0.19.0,jQuery,,MIT,False,False,0.923
PictureThis,PictureThis,1.0.19.0,Leaflet,,BSD-2-Clause,False,False,0.923
ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,Drill Down Donut PRO (Pin) by ZoomCharts,1.12.77.0,Moment.js,,MIT,False,True,0.922
ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,Drill Down Donut PRO (Pin) by ZoomCharts,1.12.77.0,Leaflet,,BSD-2-Clause,False,True,0.922
ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,Drill Down Donut PRO (Pin) by ZoomCharts,1.12.77.0,Globalize,,MIT,False,True,0.922
journeyGraph1859AB39DB23421488ADF752BCB05167,Journey Chart by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.922
journeyGraph1859AB39DB23421488ADF752BCB05167,Journey Chart by MAQ Software,4.0.0.0,React,,MIT,False,True,0.922
quadrantChart1257AB39DB23121488AEB752BCB06127,Quadrant Chart by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.922
quadrantChart1257AB39DB23121488AEB752BCB06127,Quadrant Chart by MAQ Software,4.0.0.0,React,,MIT,False,True,0.922
echartsVisual,Apache ECharts Visual,1.0.4.0,React,,MIT,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,ECharts,,Apache-2.0,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,Leaflet,,BSD-2-Clause,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,Mapbox GL JS,,BSD-3-Clause,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,PowerBI Visuals Utils,,MIT,False,False,0.921
echartsVisual,Apache ECharts Visual,1.0.4.0,Chart.js,,MIT,False,False,0.921
ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Map PRO (Filter) by ZoomCharts,1.12.59.0,Moment.js,,MIT,False,False,0.92
ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Map PRO (Filter) by ZoomCharts,1.12.59.0,Leaflet,,BSD-2-Clause,False,False,0.92
ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Map PRO (Filter) by ZoomCharts,1.12.59.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.92
ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Map PRO (Filter) by ZoomCharts,1.12.59.0,Globalize,,MIT,False,False,0.92
tableWithCustomGroupedHeaders1F287D129777B136,Table with Custom Headers by JTA,1.2.0.0,Globalize,,MIT,False,False,0.92
verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,Vertical Bullet Chart (Standard),5.3.0.0,jQuery,,MIT,False,False,0.92
verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,Vertical Bullet Chart (Standard),5.3.0.0,Leaflet,,BSD-2-Clause,False,False,0.92
verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,Vertical Bullet Chart (Standard),5.3.0.0,Plotly.js,,MIT,False,False,0.92
verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,Vertical Bullet Chart (Standard),5.3.0.0,Globalize,,MIT,False,False,0.92
verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,Vertical Bullet Chart (Standard),5.3.0.0,TopToJSON / TopoJSON,,ISC,False,False,0.92
htmlViewerD577C9FF21FB4883A1CE1335C340B541,HTML VizCreator Flex by BI Samurai,2.0.0.3,Moment.js,,MIT,False,False,0.916
htmlViewerD577C9FF21FB4883A1CE1335C340B541,HTML VizCreator Flex by BI Samurai,2.0.0.3,Globalize,,MIT,False,False,0.916
reactleafletMap_4AD8D1E1DA0943AEB18E1E59B92001A9,react-leaflet--routing-map,1.0.2025.14,Leaflet,,BSD-2-Clause,False,False,0.916
impactBubbleChart9F474F4C9D2243D7A6BB693D25F75740,Impact Bubble Chart,1.0.20.0,d3.js,,ISC,False,False,0.915
impactBubbleChart9F474F4C9D2243D7A6BB693D25F75740,Impact Bubble Chart,1.0.20.0,Moment.js,,MIT,False,False,0.915
impactBubbleChart9F474F4C9D2243D7A6BB693D25F75740,Impact Bubble Chart,1.0.20.0,Leaflet,,BSD-2-Clause,False,False,0.915
impactBubbleChart9F474F4C9D2243D7A6BB693D25F75740,Impact Bubble Chart,1.0.20.0,NumPy / Numeral.js,,MIT,False,False,0.915
basicMap39C8299B0A0C482899994F9D5E807155,BasicMap,1.2.0.1,ECharts,,Apache-2.0,False,True,0.914
HorizontalFunnel1449177164235,Horizontal Funnel by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.914
HorizontalFunnel1449177164235,Horizontal Funnel by MAQ Software,4.0.0.0,React,,MIT,False,True,0.914
treemapbarchart333E076637E345EDB9829C52846D5A31,Treemap Bar Chart by MAQ Software,4.0.0.0,Leaflet,,BSD-2-Clause,False,True,0.914
piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,Advanced Donut and Pie Chart (Standard),5.2.0.0,jQuery,,MIT,False,False,0.913
piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,Advanced Donut and Pie Chart (Standard),5.2.0.0,Leaflet,,BSD-2-Clause,False,False,0.913
piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,Advanced Donut and Pie Chart (Standard),5.2.0.0,Plotly.js,,MIT,False,False,0.913
piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,Advanced Donut and Pie Chart (Standard),5.2.0.0,Globalize,,MIT,False,False,0.913
piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,Advanced Donut and Pie Chart (Standard),5.2.0.0,TopToJSON / TopoJSON,,ISC,False,False,0.913
bubbleChartEEDCDFA388784AEEAB47972BC1626196,Bubble Chart by Akvelon,2.2.2.0,jQuery,,MIT,False,True,0.913
FloorPlanVisualBySimpsonAssociatesEA727C8881A74751956CB5CBC71BB4E9,Floor Plan Visual by Simpson Associates,1.0.0.0,jQuery,,MIT,False,False,0.912
socialNetworkGraph99E9F31DDFD7429BACA50118466E4D11,Social Network Graph,1.0.0.0,d3.js,,ISC,False,False,0.912
textBoxComponent499426C21716406C81A1D2CA8F4BC6D8,Untap Text Box,1.1.0.4,jQuery,,MIT,False,True,0.912
textBoxComponent499426C21716406C81A1D2CA8F4BC6D8,Untap Text Box,1.1.0.4,Leaflet,,BSD-2-Clause,False,True,0.912
textBoxComponent499426C21716406C81A1D2CA8F4BC6D8,Untap Text Box,1.1.0.4,Globalize,,MIT,False,True,0.912
DecompositionTree1234567890ABCDEF1234567890AB,Decomposition Tree by JTA,1.5.0.4,Globalize,,MIT,False,False,0.911
DotPlotByMAQ1823AB39DB234AB522063E728AD,Dot Plot by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.911
DotPlotByMAQ1823AB39DB234AB522063E728AD,Dot Plot by MAQ Software,4.0.0.0,React,,MIT,False,True,0.911
LLMChatbot97B4263EBE40424AB606A5673E8EFE27,LLM Chatbot,1.0.0.5,jQuery,,MIT,False,False,0.911
LLMChatbot97B4263EBE40424AB606A5673E8EFE27,LLM Chatbot,1.0.0.5,Leaflet,,BSD-2-Clause,False,False,0.911
swOrgChart21FBD5343987489AA69DE2FEC21F2AD9,Org Chart by SWHK,1.3.1.0,jQuery,,MIT,False,True,0.911
ZoomChartsDrillDownGraphProA2C55E4B59078FDD51C4CD1C4D4E6623V8N8,Drill Down Graph PRO (Filter) by ZoomCharts,1.12.89.0,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.91
ZoomChartsDrillDownGraphProA2C55E4B59078FDD51C4CD1C4D4E6623V8N8,Drill Down Graph PRO (Filter) by ZoomCharts,1.12.89.0,Globalize,,MIT,False,True,0.91
SandDance201929976D117A654D0BAB8E96507442D80B,SandDance,4.2.0.3,React,,MIT,False,True,0.91
SandDance201929976D117A654D0BAB8E96507442D80B,SandDance,4.2.0.3,Leaflet,,BSD-2-Clause,False,True,0.91
SandDance201929976D117A654D0BAB8E96507442D80B,SandDance,4.2.0.3,TopToJSON / TopoJSON,,ISC,False,True,0.91
databarKPIB8060E2B144244C5A38807466893C9F5,Slim data bar KPI Visual,1.0.0.0,d3.js,,ISC,False,False,0.91
databarKPIB8060E2B144244C5A38807466893C9F5,Slim data bar KPI Visual,1.0.0.0,Leaflet,,BSD-2-Clause,False,False,0.91
databarKPIB8060E2B144244C5A38807466893C9F5,Slim data bar KPI Visual,1.0.0.0,Globalize,,MIT,False,False,0.91
PBI_CV_FFFE680D_D220_4F62_B16C_C7B5C5732654,Text Wrapper by MAQ Software,4.0.5.0,Globalize,,MIT,False,True,0.91
TreeBarChart,Custom tree view with bar chart,1.0.0.7,Globalize,,MIT,False,False,0.909
StreamGraph1446659696222,Stream Graph,3.0.9.0,Globalize,,MIT,False,True,0.909
powerslider,Power Slider by TME AG,1.0.0.0,jQuery,,MIT,False,False,0.908
adaptiveCards1267F9A0298D434386A9E71CED194547,AdaptiveCards,1.0.6.0,jQuery,,MIT,False,False,0.907
adaptiveCards1267F9A0298D434386A9E71CED194547,AdaptiveCards,1.0.6.0,Moment.js,,MIT,False,False,0.907
horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,Horizontal Bullet Chart (Standard),5.4.2.0,jQuery,,MIT,False,False,0.907
horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,Horizontal Bullet Chart (Standard),5.4.2.0,Leaflet,,BSD-2-Clause,False,False,0.907
horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,Horizontal Bullet Chart (Standard),5.4.2.0,Plotly.js,,MIT,False,False,0.907
horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,Horizontal Bullet Chart (Standard),5.4.2.0,Globalize,,MIT,False,False,0.907
horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,Horizontal Bullet Chart (Standard),5.4.2.0,TopToJSON / TopoJSON,,ISC,False,False,0.907
rotatingTile1859AB39DB23400988ADF752BCB9C967,Rotating Tile by MAQ Software,4.0.1.0,jQuery,,MIT,False,True,0.907
rotatingTile1859AB39DB23400988ADF752BCB9C967,Rotating Tile by MAQ Software,4.0.1.0,React,,MIT,False,True,0.907
ZoomChartsDrillDownTimelinePro7F6C01BA1C534E9AB4A6BCCB44F591D6,Drill Down Timeline PRO (Filter) by ZoomCharts,1.12.124.0,Moment.js,,MIT,False,True,0.906
ZoomChartsDrillDownTimelinePro7F6C01BA1C534E9AB4A6BCCB44F591D6,Drill Down Timeline PRO (Filter) by ZoomCharts,1.12.124.0,Leaflet,,BSD-2-Clause,False,True,0.906
ZoomChartsDrillDownTimelinePro7F6C01BA1C534E9AB4A6BCCB44F591D6,Drill Down Timeline PRO (Filter) by ZoomCharts,1.12.124.0,Globalize,,MIT,False,True,0.906
threejsE0E480FFE18F46FE90AD2FA3A0D80C5F,Globe Data Bars,1.6.0.0,Leaflet,,BSD-2-Clause,False,True,0.906
waterfall2B5BF088815E42539E2C8CDAD646DB43,Waterfall-Visual-Extended,3.4.0.2,Leaflet,,BSD-2-Clause,False,True,0.906
waterfall2B5BF088815E42539E2C8CDAD646DB43,Waterfall-Visual-Extended,3.4.0.2,Globalize,,MIT,False,True,0.906
EasySPCDE42F70C50C949188EB25DBC41F561DA,Easy SPC,1.0.8.5,Leaflet,,BSD-2-Clause,False,True,0.904
EasySPCDE42F70C50C949188EB25DBC41F561DA,Easy SPC,1.0.8.5,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.904
GanttC7B2FA9D6C1E83D1GI85194P4X78OR24,Gantt - LeapLytics,1.0.2.2,Moment.js,,MIT,False,True,0.904
GanttC7B2FA9D6C1E83D1GI85194P4X78OR24,Gantt - LeapLytics,1.0.2.2,Leaflet,,BSD-2-Clause,False,True,0.904
GanttC7B2FA9D6C1E83D1GI85194P4X78OR24,Gantt - LeapLytics,1.0.2.2,Globalize,,MIT,False,True,0.904
PBI_CV_309E6B47_39A5_4681_808F_132AFB230860,Grid by MAQ Software,4.1.3.1,Globalize,,MIT,False,True,0.903
KPIGrid39FBAB0336346DBB68AB522063E7241,KPI Grid by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.903
KPIGrid39FBAB0336346DBB68AB522063E7241,KPI Grid by MAQ Software,4.0.0.0,React,,MIT,False,True,0.903
clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,Clustered Stacked Column Chart (Pro),5.5.0.1,jQuery,,MIT,False,True,0.902
clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,Clustered Stacked Column Chart (Pro),5.5.0.1,Leaflet,,BSD-2-Clause,False,True,0.902
clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,Clustered Stacked Column Chart (Pro),5.5.0.1,Plotly.js,,MIT,False,True,0.902
clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,Clustered Stacked Column Chart (Pro),5.5.0.1,Globalize,,MIT,False,True,0.902
clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,Clustered Stacked Column Chart (Pro),5.5.0.1,TopToJSON / TopoJSON,,ISC,False,True,0.902
filterbar_vizdataltd,Filter Bar,1.0.0.14,Globalize,,MIT,False,True,0.902
ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Shape Map PRO (Filter) by ZoomCharts,1.12.58.0,Moment.js,,MIT,False,True,0.901
ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Shape Map PRO (Filter) by ZoomCharts,1.12.58.0,Leaflet,,BSD-2-Clause,False,True,0.901
ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Shape Map PRO (Filter) by ZoomCharts,1.12.58.0,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.901
ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA,Drill Down Shape Map PRO (Filter) by ZoomCharts,1.12.58.0,Globalize,,MIT,False,True,0.901
RadialBarChartD328C9F173C834B45BF51F03A3D724E99,Dynamic Radial Bar Chart by JTA,4.0.0.4,Leaflet,,BSD-2-Clause,False,True,0.901
RadialBarChartD328C9F173C834B45BF51F03A3D724E99,Dynamic Radial Bar Chart by JTA,4.0.0.4,Globalize,,MIT,False,True,0.901
LikertScaleChartPowerBI3216FBCE8C764D4E9A921234575A381,Likert Scale Chart for Power BI by ChartExpo,1.0.2.5,jQuery,,MIT,False,False,0.901
LikertScaleChartPowerBI3216FBCE8C764D4E9A921234575A381,Likert Scale Chart for Power BI by ChartExpo,1.0.2.5,Leaflet,,BSD-2-Clause,False,False,0.901
summaryTableEBA1E7D9C77B47D0914D7D98B4D120DC,Summary Table,3.1.0.0,jQuery,,MIT,False,False,0.901
summaryTableEBA1E7D9C77B47D0914D7D98B4D120DC,Summary Table,3.1.0.0,CodeMirror,,MIT,False,False,0.901
symbol_chart,Symbol Chart,1.0.2.1,jQuery,,MIT,False,True,0.901
symbol_chart,Symbol Chart,1.0.2.1,Globalize,,MIT,False,True,0.901
treeviz2DC46116C4554E20B59DD525EA4DC972,TreeViz,1.0.2.0,d3.js,,ISC,False,False,0.901
treeviz2DC46116C4554E20B59DD525EA4DC972,TreeViz,1.0.2.0,Leaflet,,BSD-2-Clause,False,False,0.901
reactRadialChartF56816441CDA4609A764E20CE1E2AE56,Radial chart by Devlup Funnels,1.0.0.0,Leaflet,,BSD-2-Clause,False,False,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,React,,MIT,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,Moment.js,,MIT,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,Leaflet,,BSD-2-Clause,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,ag-Grid,,Commercial/MIT,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,Bootstrap,,MIT,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,jsrsasign,,MIT,False,True,0.9
RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,Ridgeline Plot by Powerviz,1.0.0.8,Globalize,,MIT,False,True,0.9
iSPCVisual48D80443729447F79E86214E5001A16F,SPC Visual,1.5.3.0,jQuery,,MIT,False,False,0.9
