GUID,Visual Name,Latest Version,Is Certified,Popularity,Finding Category,Finding Pattern,Detection Method,ESLint Rule,Code Origin,Library Name,Occurrence Count,Severity,Present in Prior Version
synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,Synoptic Panel Lite,2.5.1.0,True,0.953,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,10,Medium,
synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,Synoptic Panel Lite,2.5.1.0,True,0.953,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,Synoptic Panel Lite,2.5.1.0,True,0.953,Informational,http:// URL,Regex,no-http-string,Author,,19,Low,
synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,Synoptic Panel Lite,2.5.1.0,True,0.953,Informational,http:// URL,Regex,no-http-string,Library,(bundled),1,Low,
synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,Synoptic Panel Lite,2.5.1.0,True,0.953,Informational,Math.random(),Regex,insecure-random,Author,,16,Low,
trendsPBICraft,Google Trends,1.0.7.0,False,0.952,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
trendsPBICraft,Google Trends,1.0.7.0,False,0.952,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
trendsPBICraft,Google Trends,1.0.7.0,False,0.952,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
trendsPBICraft,Google Trends,1.0.7.0,False,0.952,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
trendsPBICraft,Google Trends,1.0.7.0,False,0.952,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
ImageCarouselByMAQSoftware1448688110701,Image Carousel by MAQ Software,4.0.2.0,False,0.952,Informational,Math.random(),Regex,insecure-random,Author,,4,Low,
AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37,Advanced Linear Gauge by MAQ Software,4.0.1.0,True,0.951,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37,Advanced Linear Gauge by MAQ Software,4.0.1.0,True,0.951,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37,Advanced Linear Gauge by MAQ Software,4.0.1.0,True,0.951,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37,Advanced Linear Gauge by MAQ Software,4.0.1.0,True,0.951,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),27,High,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,DOM Manipulation,document.write(),Regex,no-document-write,Author,,1,Medium,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,43,Medium,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),14,Medium,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,2,Medium,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Informational,http:// URL,Regex,no-http-string,Author,,2,Low,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Informational,Math.random(),Regex,insecure-random,Author,,8,Low,
BulletChart832EC06300814F26921DEFC2DE8606BE,Bullet Chart - xViz,3.0.2.0,True,0.951,Informational,Math.random(),Regex,insecure-random,Library,(bundled),4,Low,
image9381D9E0B8224040987A3963DA557E0D,Image,1.0.0.1,False,0.951,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,7,Medium,
image9381D9E0B8224040987A3963DA557E0D,Image,1.0.0.1,False,0.951,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
StackedBarLineC23CD878BA764C3B84E5261BC83BC537,Stacked Bar Chart with Line by JTA,3.2.0.10,True,0.951,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
StackedBarLineC23CD878BA764C3B84E5261BC83BC537,Stacked Bar Chart with Line by JTA,3.2.0.10,True,0.951,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
StackedBarLineC23CD878BA764C3B84E5261BC83BC537,Stacked Bar Chart with Line by JTA,3.2.0.10,True,0.951,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
StackedBarLineC23CD878BA764C3B84E5261BC83BC537,Stacked Bar Chart with Line by JTA,3.2.0.10,True,0.951,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
StackedBarLineC23CD878BA764C3B84E5261BC83BC537,Stacked Bar Chart with Line by JTA,3.2.0.10,True,0.951,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,Enlighten Data Story,1.4.7.0,True,0.95,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,Enlighten Data Story,1.4.7.0,True,0.95,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,4,Medium,
enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,Enlighten Data Story,1.4.7.0,True,0.95,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,Enlighten Data Story,1.4.7.0,True,0.95,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),13,High,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,43,Medium,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),12,Medium,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,2,Medium,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,Funnel/Pyramid Chart - xViz,3.0.1.0,True,0.95,Informational,Math.random(),Regex,insecure-random,Library,(bundled),5,Low,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),7,High,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,20,High,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Network Access,fetch(),Regex,(certification requirement),Author,,13,High,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,32,Medium,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,4,Medium,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Informational,http:// URL,Regex,no-http-string,Author,,15,Low,
easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,Territory Visual by EasyTerritory,5.18.14.1,False,0.95,Informational,Math.random(),Regex,insecure-random,Author,,18,Low,
valuefilter067F5282FE684A43B734273E444AE8EB,Autocomplete Filter (BI-Champ Suite),5.0.0.1,True,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
valuefilter067F5282FE684A43B734273E444AE8EB,Autocomplete Filter (BI-Champ Suite),5.0.0.1,True,0.949,Informational,http:// URL,Regex,no-http-string,Author,,16,Low,
valuefilter067F5282FE684A43B734273E444AE8EB,Autocomplete Filter (BI-Champ Suite),5.0.0.1,True,0.949,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
barAndLineChartWithTableC51A8F083FFA4AD1B56D590728B72F84,Bar and line chart with table,1.0.0.8,True,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),5,High,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,12,Medium,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
CircularGauge1458053128559,Circular Gauge by MAQ Software,4.0.0.0,True,0.949,Informational,Math.random(),Regex,insecure-random,Library,(bundled),3,Low,
ifcviewer,Open IFC Viewer,3.5.0.0,False,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
ifcviewer,Open IFC Viewer,3.5.0.0,False,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,Ultimate Waterfall,4.8.9.1,True,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,Ultimate Waterfall,4.8.9.1,True,0.949,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,Ultimate Waterfall,4.8.9.1,True,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,15,Medium,
ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,Ultimate Waterfall,4.8.9.1,True,0.949,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,Ultimate Waterfall,4.8.9.1,True,0.949,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Dynamic Code Execution,eval(),Regex,no-banned-terms,Author,,2,High,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),6,High,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,12,Medium,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),12,Medium,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Sensitive Access,document.domain,Regex,no-document-domain,Author,,3,Medium,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,2,Medium,
writeback4powerbi,Write-Back for Power BI,2.2.3.0,False,0.949,Informational,Math.random(),Regex,insecure-random,Author,,17,Low,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,Network Access,fetch(),Regex,(certification requirement),Author,,6,High,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,10,Medium,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,Informational,http:// URL,Regex,no-http-string,Author,,2,Low,
chatpowerbi_ai,chat Power BI AI,1.6.0.2,False,0.949,Informational,Math.random(),Regex,insecure-random,Author,,13,Low,
charticulatorVisualCommunity_VIEW,Charticulator Visual Community (View),1.6.6.0,True,0.948,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
charticulatorVisualCommunity_VIEW,Charticulator Visual Community (View),1.6.6.0,True,0.948,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,5,Medium,
charticulatorVisualCommunity_VIEW,Charticulator Visual Community (View),1.6.6.0,True,0.948,Informational,http:// URL,Regex,no-http-string,Author,,4,Low,
charticulatorVisualCommunity_VIEW,Charticulator Visual Community (View),1.6.6.0,True,0.948,Informational,Math.random(),Regex,insecure-random,Author,,9,Low,
charticulatorVisualCommunity_VIEW,Charticulator Visual Community (View),1.6.6.0,True,0.948,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
pbi_ai_agent,PBI AI Agent,4.1.0.0,False,0.948,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,7,High,
pbi_ai_agent,PBI AI Agent,4.1.0.0,False,0.948,Network Access,fetch(),Regex,(certification requirement),Author,,7,High,
pbi_ai_agent,PBI AI Agent,4.1.0.0,False,0.948,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,5,Medium,
pbi_ai_agent,PBI AI Agent,4.1.0.0,False,0.948,Informational,Math.random(),Regex,insecure-random,Author,,4,Low,
aster_plot_chart_visiochart_8c1a6a012eec972d899f78bf867dr059,Aster Plot Chart,1.0.0.1,False,0.947,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
aster_plot_chart_visiochart_8c1a6a012eec972d899f78bf867dr059,Aster Plot Chart,1.0.0.1,False,0.947,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
aster_plot_chart_visiochart_8c1a6a012eec972d899f78bf867dr059,Aster Plot Chart,1.0.0.1,False,0.947,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
sankey35CACFA54D5C45EF9289D949AC2295C9,Ultimate Sankey for Finance,1.1.0.7,True,0.947,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
textStylerD577C9FF21FB4883A1CE1335C340B54F,HTML VizCreator Cert by BI Samurai,2.3.4.0,True,0.946,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
textStylerD577C9FF21FB4883A1CE1335C340B54F,HTML VizCreator Cert by BI Samurai,2.3.4.0,True,0.946,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
textStylerD577C9FF21FB4883A1CE1335C340B54F,HTML VizCreator Cert by BI Samurai,2.3.4.0,True,0.946,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
populationpyramidDC1509F6C26AC5E67951F13AEFE20003,Population Pyramid (Standard),5.3.0.0,False,0.946,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
PulseChart1459209850231,Pulse Chart,3.3.6.0,True,0.946,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
PulseChart1459209850231,Pulse Chart,3.3.6.0,True,0.946,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),5,High,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,8,Medium,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,131,Medium,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
pureVizInfographicC9801BF222134D2D83FA9C41861F3482,PureViz Infographic - for PowerPoint to Power BI,2.0.3.0,True,0.946,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
riskMatrix5FF203207EDB423DBB2B4A4D3BA903E4,Risk Matrix Viz,1.0.5.0,True,0.946,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
kpifreeapi51D0292A0438427096AC459B59FEF2DE,Ultimate KPI Card API License,5.1.2.0,True,0.945,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
kpifreeapi51D0292A0438427096AC459B59FEF2DE,Ultimate KPI Card API License,5.1.2.0,True,0.945,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
kpifreeapi51D0292A0438427096AC459B59FEF2DE,Ultimate KPI Card API License,5.1.2.0,True,0.945,Informational,Math.random(),Regex,insecure-random,Author,,1,Low,
histogramXY6E3D5691159E41859A007A262D4B0E9E,Histogram with points by MAQ Software,4.0.0.0,True,0.944,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
histogramXY6E3D5691159E41859A007A262D4B0E9E,Histogram with points by MAQ Software,4.0.0.0,True,0.944,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
histogramXY6E3D5691159E41859A007A262D4B0E9E,Histogram with points by MAQ Software,4.0.0.0,True,0.944,Informational,Math.random(),Regex,insecure-random,Author,,4,Low,
calendarProByOKVIZ359F68153F3C4C1B84994D4D62ED4EAC,Calendar Pro by OKVIZ,1.1.4.0,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,7,Medium,
calendarProByOKVIZ359F68153F3C4C1B84994D4D62ED4EAC,Calendar Pro by OKVIZ,1.1.4.0,True,0.943,Informational,http:// URL,Regex,no-http-string,Author,,19,Low,
calendarProByOKVIZ359F68153F3C4C1B84994D4D62ED4EAC,Calendar Pro by OKVIZ,1.1.4.0,True,0.943,Informational,http:// URL,Regex,no-http-string,Library,(bundled),1,Low,
calendarProByOKVIZ359F68153F3C4C1B84994D4D62ED4EAC,Calendar Pro by OKVIZ,1.1.4.0,True,0.943,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
nestedTotalBarChartC2D32E67DFF64FDD9564CF2CFCD20141,Datellers Nested Total Bar Chart,1.2.1.0,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
nestedTotalBarChartC2D32E67DFF64FDD9564CF2CFCD20141,Datellers Nested Total Bar Chart,1.2.1.0,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
kpiTicker492C9305B9464241B52382527F977DE1,KPI Ticker by MAQ Software,4.0.4.0,True,0.943,Informational,Math.random(),Regex,insecure-random,Author,,6,Low,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Network Access,fetch(),Regex,(certification requirement),Author,,5,High,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Informational,http:// URL,Regex,no-http-string,Author,,13,Low,
pdfViewer392A657C115F4015AD64793E71199A8B,Pdf Viewer,1.2.2.7,True,0.943,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,10,Medium,
