GUID,Visual Name,Latest Version,Is Certified,Popularity,Finding Category,Finding Pattern,Detection Method,ESLint Rule,Code Origin,Library Name,Occurrence Count,Severity,Present in Prior Version
PBI_CV_9894B302_1DFF_4A96_ABFE_BF858819711436,PmBI Pro - Advanced Process Mining by ProcessM,3.1.0.1,False,0.415,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,2,Medium,
TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2WriteBack,2.1.5.0,False,0.412,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
bridgerD8CB416F36CC423C89869CE1EED51EFB,Bridger Visual by BI Samurai,1.0.3.0,True,0.411,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
bridgerD8CB416F36CC423C89869CE1EED51EFB,Bridger Visual by BI Samurai,1.0.3.0,True,0.411,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),16,High,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,19,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),4,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,25,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Library,(bundled),2,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Sensitive Access,document.domain,Regex,no-document-domain,Author,,3,Medium,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Informational,http:// URL,Regex,no-http-string,Author,,56,Low,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Informational,Math.random(),Regex,insecure-random,Author,,9,Low,
aPDimEditorTestPilot,Acterys Table Edit Preview,1.0.6.0,False,0.395,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
pipelineVariation2F63E952B62F640B082C360CB29E75360,TheraTraQ Pipeline Diamond,1.0.4.0,True,0.395,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
bluedotRecentNews56C8EEC8933543F8A2C7E2A8B0592DF9,BlueDot Recent News Visual,1.0.0.2,False,0.358,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
bluedotRecentNews56C8EEC8933543F8A2C7E2A8B0592DF9,BlueDot Recent News Visual,1.0.0.2,False,0.358,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
bluedotRecentNews56C8EEC8933543F8A2C7E2A8B0592DF9,BlueDot Recent News Visual,1.0.0.2,False,0.358,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
bar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar,1.0.0.2,False,0.349,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
bar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar,1.0.0.2,False,0.349,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
bar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar,1.0.0.2,False,0.349,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,Dumbbell Column Chart (standard),5.1.0.0,False,0.34,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,Go To Stratum,1.0.3.0,True,0.34,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,Go To Stratum,1.0.3.0,True,0.34,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,Go To Stratum,1.0.3.0,True,0.34,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,Go To Stratum,1.0.3.0,True,0.34,Informational,Math.random(),Regex,insecure-random,Author,,1,Low,
SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,Go To Stratum,1.0.3.0,True,0.34,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
planinbitable254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Table,3.0.0.7,False,0.334,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
planinbitable254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Table,3.0.0.7,False,0.334,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,13,Medium,
planinbitable254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Table,3.0.0.7,False,0.334,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
planinbicomments254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Comments,3.0.0.5,False,0.308,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
planinbicomments254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Comments,3.0.0.5,False,0.308,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,36,Medium,
planinbicomments254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Comments,3.0.0.5,False,0.308,Informational,http:// URL,Regex,no-http-string,Author,,16,Low,
planinbicomments254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Comments,3.0.0.5,False,0.308,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
heatmap453A07F28F01EE72753E360387DD1430,Heatmap Chart (Standard),1.0.0.0,False,0.286,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
heatmap453A07F28F01EE72753E360387DD1430,Heatmap Chart (Standard),1.0.0.0,False,0.286,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
heatmap453A07F28F01EE72753E360387DD1430,Heatmap Chart (Standard),1.0.0.0,False,0.286,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
heatmap453A07F28F01EE72753E360387DD1430,Heatmap Chart (Standard),1.0.0.0,False,0.286,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
heatmap453A07F28F01EE72753E360387DD1430,Heatmap Chart (Standard),1.0.0.0,False,0.286,Informational,Math.random(),Regex,insecure-random,Author,,14,Low,
scatter010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Scatter_Chart,1.0.0.0,False,0.277,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
scatter010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Scatter_Chart,1.0.0.0,False,0.277,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
scatter010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Scatter_Chart,1.0.0.0,False,0.277,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,8,Medium,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Informational,http:// URL,Regex,no-http-string,Author,,177,Low,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,Storage Explorer,1.0.0.2,False,0.275,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,18,Medium,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),4,Medium,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,Informational,Math.random(),Regex,insecure-random,Author,,31,Low,
Razor1DD61834CFEF472393619573EEAA2649,Razor PBI Visual,1.0.1.0,False,0.235,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,22,High,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,1,Medium,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Informational,Math.random(),Regex,insecure-random,Author,,8,Low,
F5ABBE45C204DE0A9928A7114DF4B37,Charturo Interactive Line Chart,1.1.2.0,False,0.234,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,Dumbbell Column Chart (Pro),5.2.1.4,True,0.202,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,Dumbbell Column Chart (Pro),5.2.1.4,True,0.202,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,Dumbbell Column Chart (Pro),5.2.1.4,True,0.202,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,Dumbbell Column Chart (Pro),5.2.1.4,True,0.202,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,Dumbbell Column Chart (Pro),5.2.1.4,True,0.202,Informational,Math.random(),Regex,insecure-random,Author,,14,Low,
bar060B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar_Chart_with_Negative_Value,1.0.0.0,False,0.194,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
bar060B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar_Chart_with_Negative_Value,1.0.0.0,False,0.194,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
bar060B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Bar_Chart_with_Negative_Value,1.0.0.0,False,0.194,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
vaadcustomvisual749903E64ED446A1A3F82B54242EE133,UnAvoids,2.0.0.2,False,0.149,Network Access,fetch(),Regex,(certification requirement),Author,,3,High,
vaadcustomvisual749903E64ED446A1A3F82B54242EE133,UnAvoids,2.0.0.2,False,0.149,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
vaadcustomvisual749903E64ED446A1A3F82B54242EE133,UnAvoids,2.0.0.2,False,0.149,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
planinbiactivity254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Revision,3.0.0.3,False,0.148,Network Access,fetch(),Regex,(certification requirement),Author,,3,High,
planinbiactivity254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Revision,3.0.0.3,False,0.148,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
planinbiactivity254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Revision,3.0.0.3,False,0.148,Informational,http:// URL,Regex,no-http-string,Author,,17,Low,
planinbiactivity254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Revision,3.0.0.3,False,0.148,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
planinbiactivity254B65FAF3454F92862CBA877A9F88C6,PlanIn BI Revision,3.0.0.3,False,0.148,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,17,High,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),5,High,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,17,High,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Network Access,fetch(),Regex,(certification requirement),Author,,3,High,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,10,Medium,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,5,Medium,
accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",1.1.13.1,False,0.106,Informational,Math.random(),Regex,insecure-random,Author,,21,Low,
wedgeFBB15A43DE6445D1809AB1B3861EF165,The Wedge,1.0.0.0,False,0.099,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,5,Medium,
barChart3D9F6B456A3E4B4A1B8D8F2D3A4B5C6D7E,3DBar Graph by IFour,1.0.0.1,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
banzae_balance_sheet_6857E8E7D4D24913A06D40CC001EE24B,ABIT-BANZAE BI - Balance Sheet,1.0.0.1,True,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
banzae_balance_sheet_6857E8E7D4D24913A06D40CC001EE24B,ABIT-BANZAE BI - Balance Sheet,1.0.0.1,True,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
banzae_balance_sheet_6857E8E7D4D24913A06D40CC001EE24B,ABIT-BANZAE BI - Balance Sheet,1.0.0.1,True,0.0,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Dynamic Code Execution,eval(),Regex,no-banned-terms,Library,(bundled),2,High,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,25,Medium,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Informational,http:// URL,Regex,no-http-string,Author,,2,Low,
AIEcharts1DCB03559EA84A4DA042B4657167F113,AI Echarts by SWHK,1.0.0.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Author,,38,Low,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Network Access,fetch(),Regex,(certification requirement),Author,,2,High,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,4,Medium,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),1,Medium,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Informational,http:// URL,Regex,no-http-string,Author,,33,Low,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
advancedtoggleswitch,AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,2.0.0.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
circleBarF6B522FEB5C24FCD8DEF840EED8C8F29,Arx Circle Bar,1.0.0.2,True,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
testViz5532A911A7C245CB96D292C12FF0D622,Arx Packed Bubble,1.0.0.3,True,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
sankyCDF055826A7445B69EA680115F2C1B2F,Arx Sankey,1.0.0.0,True,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
vennA529AC1DE357480E8FDFA5B95F116E1F,Arx Venn,1.0.0.2,True,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
duke_astral_narrative,Astral AI Narrative,1.8.1.0,False,0.0,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
duke_astral_narrative,Astral AI Narrative,1.8.1.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
duke_astral_narrative,Astral AI Narrative,1.8.1.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),10,High,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,14,Medium,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Informational,http:// URL,Regex,no-http-string,Author,,9,Low,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Informational,http:// URL,Regex,no-http-string,Library,(bundled),17,Low,
AttributeSlicer1652434005853,AttributeSlicer1652434005853,2.1.2.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Author,,16,Low,
MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,BENE.BIZ Multi-Card KPIs,1.0.2.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,BENE.BIZ Multi-Card KPIs,1.0.2.0,False,0.0,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,BENE.BIZ Multi-Card KPIs,1.0.2.0,False,0.0,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,BENE.BIZ Multi-Card KPIs,1.0.2.0,False,0.0,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,BENE.BIZ Multi-Card KPIs,1.0.2.0,False,0.0,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
